,business_id,name,state,address,review_count,burger_total_reviews,burger_average_rating
363,EBwv1DBGKsfdNZEYL70Dqw,Calistro California Bistro,AZ,"18221 N Pima Rd, Scottsdale, AZ 85255",52,6,2.67
364,tteHjtbjQfWnJgFe4jPoMA,Jacs,WI,"2611 Monroe St, Dudgeon-Monroe, Madison, WI 53711",107,26,3.96
365,ZztUsJyGDwPySepmXRG13g,Dave's Electric Brewpub,AZ,"502 S College, Tempe, AZ 85281",50,7,2.71
366,WBxuIQsxGl7vNe5MXYszCA,BJ's Restaurant & Brewhouse,AZ,"6622 E. Superstition Springs Blvd., Mesa, AZ 85206",82,10,3.7
367,l-Xv5Kmg2gilJI3-DGVCqw,Pita Jungle,AZ,"7014 E. Camelback Rd., Scottsdale, AZ 85251",59,2,4.0
368,bFIOaAXd7iv6Zvnqx7D71A,Devil's Advocate Bar & Grill,AZ,"955 E University Dr, Tempe, AZ 85281",73,8,3.88
369,BY5vQCkob7bO7S-9Z8QQZA,MIX 94.1's Bite Of Las Vegas,NV,"8275 W Spring Mtn Rd, Spring Valley, Las Vegas, NV 89117",17,4,4.0
370,YCCDMLcb7UW8G-o_HsWiiA,Modern Steak,AZ,"7014 E Camelback Rd, Suite 1433, Scottsdale, AZ 85251",247,52,3.94
371,gW0k1iIF1xuuFclzI_HbBA,Bonfyre American Grille,WI,"2601 W Beltline Hwy, Madison, WI 53713",103,5,4.0
372,l5GGMobHJvzaQO2rZFwdTQ,The Compound Grill,AZ,"7000 E Mayo Blvd, Ste 21, Phoenix, AZ 85054",83,12,3.58
373,m6JwiGrKrs0XCmH9ij3fmA,The Sporting House Bar & Grill,NV,"New York New York Hotel and Casino, 3790 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",95,9,3.56
374,SXVI_RMuNWEoXDXlgtRfiw,Il Vinaio,AZ,"270 W Main St, Mesa, AZ 85201",81,12,3.33
375,s1dex3Z3QoqiK7V-zXUgAw,5th and Wine,AZ,"7051 E 5th Ave, Scottsdale, AZ 85251",371,63,4.25
376,JgyUh1fMQhFBq2GiWU9teA,Eureka! Grill,AZ,"15332 W Bell Rd, Ste 101, Surprise, AZ 85374",12,4,3.5
377,bxF5KhZbBhVk3usx58FgVg,Sunset Grill of Deforest,WI,"637 W North St, De Forest, WI 53532",11,2,5.0
378,120FPCmDjdvuHrAnRmHKKQ,Logan's Madtown,WI,"322 W Johnson St, Capitol, Madison, WI 53703",10,1,1.0
379,CMtl40yu6s1vB0bOjP0C_w,Silk Road,NV,"Vdara, 2600 W Harmon Ave, Eastside, Las Vegas, NV 89109",24,3,2.33
380,9dopZKjYiKwPiw7kEQsEag,Down Under Wines & Bistro,AZ,"1422 W Warner Rd, Ste 100 A, Gilbert, AZ 85233",74,6,3.5
381,8_7FOY-N7MVhNM1F-PbAoQ,Union Restaurant & Lounge,NV,"Aria Resort & Casino, 3736 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",59,3,3.0
382,q9WaFYhlOZCrfXJQTG5t_Q,The Living Room,AZ,"2475 W Queen Creek Rd, Chandler, AZ 85248",176,2,3.5
383,uEM0101eGSP6P2A1XEYYbw,A&W,AZ,"1495 N Dysart Rd, Avondale, AZ 85323",4,1,4.0
384,M6fjHpkL9IRI-nI0BattRw,The Main Ingredient Ale House And Café,AZ,"2337 N 7th St, Phoenix, AZ 85006",358,3,3.0
385,xY1sPHTA2RGVFlh5tZhs9g,Culinary Dropout,AZ,"7135 E Camelback Rd, Ste 125, Scottsdale, AZ 85251",655,69,3.64
386,CU5d1QN2A5cgcR9zmLVS0g,The Cooper's Tavern,WI,"20 W Mifflin St, Capitol, Madison, WI 53703",188,22,3.68
387,vwZ15OkVO6PemAe87k0M-Q,Mabel's On Main,AZ,"7018 E Main St, Scottsdale, AZ 85251",202,13,3.46
388,TnkxapUN4nWMz_z5h3qMYg,Pita Jungle,AZ,"1001 N 3rd Ave, Ste 3, Phoenix, AZ 85003",214,8,4.12
389,QbmcCE_cLq4WO8ZMKImaLw,Hash House A Go Go,NV,"The Quad Resort & Casino, 3535 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",1759,122,3.84
390,0H7ewZ656xM0bulSMowWtQ,Sagos Baja Tavern & Lounge,NV,"4790 S Fort Apache Rd, Spring Valley, Las Vegas, NV 89147",45,6,4.0
391,UBq0EyWQe42H0lrq0PXXqQ,Wienerschnitzel,AZ,"2100 N McQueen Rd, Chandler, AZ 85225",9,2,3.0
392,lr9g60tGRMHkU4xYiLYdkw,Mirage Sports Grill,AZ,"725 W Apache Trl, Apache Junction, AZ 85120",3,1,4.0
393,1kMR_HUA8i-wYOJFZfLhBA,32nd Cafe,AZ,"2822 N 32nd St, Ste 1, Phoenix, AZ 85008",6,2,4.0
394,N80E9zoWEpHhi4kH2eKAsw,Bar North,AZ,"15024 N Scottsdale Rd, Ste 140, Scottsdale, AZ 85254",30,2,4.5
395,XzdJdCEZyopW1RjFfxcK8A,Westside Bistro,NV,"710 W Lake Mead Blvd, North Las Vegas, NV 89030",9,1,2.0
396,BdHq8McnAFZ_TinhrQrNuQ,Chili's Grill & Bar,NV,"7335 Arroyo Crossing Pkwy, Spring Valley, Las Vegas, NV 89113",70,7,2.86
397,NUl8uEz5ijDAZvkgCQrrpA,PT's,NV,"2135 E Centennial Pkwy, Las Vegas, NV 89081",28,2,3.5
398,8RYf6xuRZDTyvX59eTAydw,Wienerschnitzel,NV,"2060 E Serene Ave, Southeast, Las Vegas, NV 89123",12,2,4.5
399,cdwHgELA2puX2DNfwSt5EA,El Chorro,AZ,"5550 E Lincoln Dr, Paradise Valley, AZ 85253",166,5,4.6
400,-pJVjm0t4F6sNHo77HlQKA,The Cove Grill,AZ,"5070 S Gilbert Rd, Ste 400, Chandler, AZ 85249",35,10,4.4
401,32X-4aALQG3Sc_o5hVrv7Q,ROQ,AZ,"Intercontinental Montelucia Resort, 4949 E Lincoln Dr, Paradise Valley, AZ 85253",10,2,4.0
402,r-a-Cn9hxdEnYTtVTB5bMQ,The Grind,AZ,"3961 E Camelback Rd, Phoenix, AZ 85018",307,265,3.59
403,fWQqaAaOon3XkFqPFYgo6Q,Sangria's,AZ,"7700 E McCormick Pkwy, Scottsdale, AZ 85258",6,1,1.0
404,sbsFamEj5wDxNAjUKrMcSw,RnR,AZ,"3737 N Scottsdale Rd, Scottsdale, AZ 85251",401,49,3.29
405,NcAI7SE1SNlrOEfFg9Wzuw,Ghost Lounge,AZ,"202 N Central Ave, Phoenix, AZ 85004",32,1,4.0
406,4YiayKmzqRao1UNb8Xh0Bw,On The Green Sports Grill,AZ,"801 S Power Rd, Mesa, AZ 85206",13,4,3.5
407,cp39VURFby4A6u9m2It8jg,Zinburger,AZ,"2502 E Camelback Rd, Ste 127, Phoenix, AZ 85016",442,389,3.76
408,WS1z1OAR0tRl4FsjdTGUFQ,The Vig Uptown,AZ,"6015 N 16th St, Phoenix, AZ 85014",321,60,3.92
409,LuYZUc1MOG0pA146SCeXgA,Bar + Bistro @ the Arts Factory,NV,"107 E Charleston Blvd, Ste 155, Downtown, Las Vegas, NV 89104",283,12,3.5
410,y6NFyThUU2wtTNa0rX7VrA,DW Bistro,NV,"6115 S Ft Apache Rd, Ste 112, Spring Valley, Las Vegas, NV 89148",579,51,4.37
411,yOLyhudDoL2faBOK0dAN3Q,Badger Cafe,NV,"1801 E Tropicana Ave, Ste 8, Eastside, Las Vegas, NV 89119",84,66,4.2
412,M-KswR9gmh6C5VZq32OUSw,Rhythm and Wine,AZ,"7605 E Pinnacle Peak Rd, Scottsdale, AZ 85255",59,2,3.0
413,EQQOPKL3rmPsH73IF7kvjw,Johnny Smalls,NV,"Hard Rock Hotel & Casino, 4455 Paradise Rd, Eastside, Las Vegas, NV 89199",134,8,3.25
414,ETnU0pf3aFuZfpHEHWyd4A,Rock & Rita's,NV,"Circus Circus Hotel and Casino, 2800 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",98,22,2.55
415,mY3l0hqy2aayUWRjIYpBVA,Niki's Kitchen- Fry Bread,AZ,"816 S Stapley Rd, Mesa, AZ 85204",44,1,4.0
416,XSVYjF-FW9EgsqOJO5UsWA,Versus Sports Grill,AZ,"9030 E Via Linda, Scottsdale, AZ 85258",11,3,2.33
417,9-cRrGH5WmZKQ_O6LtfSbw,The Lounge,AZ,"9832 N 7th St, Phoenix, AZ 85020",33,1,4.0
418,mmwJ2goOb9jJi53zxEdByw,Zendejas Grill,AZ,"19420 N 59th Ave, Glendale, AZ 85308",30,6,3.5
419,ItMihRR-t810HgctGofF3g,Nourish,AZ,"Optima Camelview Complex, 7147 E Highland Ave, Scottsdale, AZ 85251",159,44,3.34
420,6QQ1qO4X9NBBsrq4tYb5dQ,Straight Up Gaming & Martini Lounge,NV,"4970 S Fort Apache Rd, Las Vegas, NV 89148",22,4,3.5
421,8Cg98L22BEcAD3gQq3QsPA,Gallagher's,AZ,"2050 N Alma School Rd, Chandler, AZ 85224",22,4,3.0
422,QCxXYA13PtkD3wec47_r8Q,Primebar,AZ,"15037 N Scottsdale Rd, Scottsdale, AZ 85254",88,6,3.17
423,0JvCE6H-JG-bm2k-snur1A,Stella's Kitchen,AZ,"Tempe Marketplace, 2000 E Rio Salado Pkwy, Tempe, AZ 85281",9,5,2.8
424,6IRoWd6N__OVMNQfvu1Ccw,Yard House,NV,"11027 W Charleston Blvd, South Summerlin, Las Vegas, NV 89135",345,41,4.0
425,cuMMU10KaD0cZ2WdK5XC1A,Old Country Buffet,AZ,"9620 Metro Pkwy W, Ste 153, Phoenix, AZ 85051",20,1,3.0
426,tw6GRnK752GAl3ylfjuRuQ,Off the Strip Just Real Food,NV,"9837 W Tropicana Ave, Spring Valley, Las Vegas, NV 89147",47,5,3.2
427,KgTb63IZHFn_rhLG-cpm_A,Renegade Tap & Kitchen,AZ,"9343 E Shea Blvd, Scottsdale, AZ 85260",106,34,3.94
428,xHI3saK0sAJEHeMK4IGVvg,Short Leash Dogs Food Truck,AZ,"110 E Roosevelt St, Phoenix, AZ 85004",259,3,5.0
429,cmv6wUUe-H0xRiFEY0__iQ,Graze,WI,"1 S Pinckney St, Capitol, Madison, WI 53703",370,102,3.96
430,fI47JKlBBwtqOgiZZb4hdQ,Peaks & Valleys Restaurant,AZ,"711 E Carefree Hwy, Phoenix, AZ 85085",26,3,4.0
431,nENrnY-3ILrH9yPXV4tqmg,Vatra,AZ,"3433 N 56th St, Phoenix, AZ 85018",20,1,4.0
432,_OYlq2UoKPQO_ElqhC3a8w,Lucky Strike,AZ,"50 W Jefferson St, Ste 240, Phoenix, AZ 85003",133,10,3.8
433,VcaZryq9wXA7Uy8U_RTYhw,The Brentwood Cafe And Tavern,NV,"7315 W Warm Springs Rd, Southwest, Las Vegas, NV 89113",70,9,3.67
434,gHZLdCEYDT_hHrKDgHP6kQ,Big Burger,NV,"2901 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",3,3,2.33
435,PwxvN0SnAGPdqXdNEYVT3g,Bliss ReBAR,AZ,"901 N 4th St, Phoenix, AZ 85004",306,48,3.6
436,T1Ow8cCmbgSvKU9UP2zPLA,Courthouse Bar & Grill,NV,"330 S 3rd St, Downtown, Las Vegas, NV 89101",25,1,4.0
437,ECO2Bi8a8sPjW6f7JMbhdg,"Biscayne Steak, Sea and Wine",NV,"3801 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",65,3,4.67
438,hKmjsDS-nK-cPyUyix-PiQ,PT's,NV,"6570 S Buffalo Dr, Spring Valley, Las Vegas, NV 89113",44,1,3.0
439,neEGFNmmKibjExB4_215ZA,Brick,AZ,"The Arizona Ctr, 455 N 3rd St, Phoenix, AZ 85004",125,21,3.67
440,EIRuE6R4EWv8AwD5sleNaQ,9091,NV,"670 E Flamingo Rd, Eastside, Las Vegas, NV 89119",66,9,4.56
441,83sb0wFGPND90SZ5sYEcPA,Twisted Lizard Tavern & Grill,AZ,"10401 E McDowell Mountain Ranch Rd, Scottsdale, AZ 85255",46,3,4.0
442,8ybK693HDdSGs8EwGrfJCA,Presidio,NV,"2235 Village Walk Dr, Ste 141, Anthem, Henderson, NV 89052",67,4,3.5
443,6mAwrhtRksb5jxsJURtmxA,The Center Bistro,AZ,"21 E 6th St, Ste 114, Tempe, AZ 85281",21,1,1.0
444,qh455klme9unowV-BQol7w,Paradise,AZ,"1749 W Main St, Mesa, AZ 85201",9,1,5.0
445,Cm8adqSt3IZSmVLJRbNfyA,Addiction Restaurant,NV,"Rumor Hotel, 455 E Harmon Ave, Eastside, Las Vegas, NV 89169",52,13,3.38
446,-h-q6zTIdPlkz9BDP11sBg,Seasons 52,AZ,"2502 E Camelback Rd, Phoenix, AZ 85016",262,12,4.0
447,Ntzv4OWdwq1lNW7lnTJoyg,PT's,NV,"3770 S Hualapai Way, South Summerlin, Las Vegas, NV 89147",21,1,2.0
448,coXomDOValXzks6BwMHG1A,The Living Room Wine Cafe & Lounge,AZ,"2333 N 7th St, Phoenix, AZ 85006",41,4,4.25
449,I4bSn5gXsHuSPu7L-d_8nQ,Beckett's Table,AZ,"3717 E Indian School Rd, Phoenix, AZ 85018",513,34,3.94
450,hlekz2L2HV8cVSEkgMvuEA,The House at Secret Garden,AZ,"2501 E Baseline Rd, Phoenix, AZ 85042",90,4,3.5
451,I1wKHeee3qnA8Io5xGaLjQ,Mood Restaurant,NV,"Artisan Hotel, 1501 W Sahara Ave, Las Vegas, NV 89109",36,1,1.0
452,6dLihxk39LdNnTC4JMbA0A,Alchemy Restaurant at CopperWynd Resort and Club,AZ,"13225 North Eagle Ridge Drive, Fountain Hills, AZ 85268",38,3,4.0
453,aYAlzKHwXQn6JNLweRnZjQ,Nacho Daddy,NV,"9925 S Eastern Ave, Anthem, Las Vegas, NV 89183",362,28,3.89
454,Zh_y9AmSfWZpR2JB9wye-A,True Food Kitchen,AZ,"15191 N Scottsdale Rd, Ste 100, Scottsdale, AZ 85254",432,60,4.07
455,YJoph5UiUZ3BEb49vyFAuQ,Garage Wine and Tap,AZ,"1534 E Bethany Home Rd, Phoenix, AZ 85014",155,43,3.79
456,Dt8RITU4OmTbRaKKlZm_Pg,Sunshine and Spice,AZ,"2303 N 44th St, Phoenix, AZ 85008",9,1,3.0
457,ImJ7QAw6T6ayJT1AGr7OgA,Merchant Madison,WI,"121 S Pinckney St, Capitol, Madison, WI 53703",172,18,4.0
458,PNThcRNEFI3azvfhvhd_KA,I Love Burgers,NV,"The Palazzo, 3327 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",374,297,2.86
459,EFLVfAlLigGlQRqbi2IfBg,Fit 2 Eat,WI,"3742 Speedway Rd, Madison, WI 53705",7,1,5.0
460,jRfdz5voj40P6WS9L54caw,The Herb Box,AZ,"Old Town Scottsdale, 7134 E Stetson Dr, Ste 200, Scottsdale, AZ 85251",377,16,3.81
461,GTAOZFZqZmis3TuM9H_t1w,43 North,WI,"108 King St, Capitol, Madison, WI 53703",63,1,5.0
462,qpo6O2Ozbrn8wFnoCM4slA,P.J. Clarke's New York Chophouse,NV,"The Forum Shops At Caesars Palace, 3500 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",238,48,3.6
463,Mie70jRF1hdVqiB7G_lIhg,Parc Central,AZ,"15323 N Scottsdale Rd, Scottsdale, AZ 85260",41,3,3.67
464,MuIXnv7Oq7X3-4aEsp9dDA,Citizen Public House,AZ,"7111 E 5th Ave, Ste E, Scottsdale, AZ 85251",760,86,3.95
465,g9XzAhPiS9DCYT4FbKPzZg,Grand Café,NV,"Sunset Station Hotel and Casino, 1301 W Sunset Rd, Henderson, NV 89104",46,5,2.6
466,G6hm1kGR9Jjg5Kzb3lvpmg,Ravella at Lake Las Vegas,NV,"1610 Lake Las Vegas Blvd, Henderson, NV 89011",67,1,5.0
467,ypEtwQHobNJCZvPONO38WQ,Litchfield's,AZ,"300 E Wigwam Blvd, Litchfield Park, AZ 85340",40,1,4.0
468,-lb5532P5eoxMadPPrZVXw,Wild Bull All American Pub and Grill,WI,"8240 Market St, Middleton, WI 53562",8,1,5.0
469,Xq9tkiHhyN_aBFswFeGLvA,The Arrogant Butcher,AZ,"2 E Jefferson St, Ste 150, Phoenix, AZ 85004",575,42,3.31
470,AhVAj8F7jjMJcqKD30XwMw,Cafe @ Rio,AZ,"Rio Salado College, 2323 W 14th St, Tempe, AZ 85281",5,1,5.0
471,GHYOl_cnERMOhkCK_mGAlA,Kitchen 56,AZ,"3433 N 56th St, Phoenix, AZ 85018",166,23,3.87
472,GYPHQGaB4Oeq9veH-p2nKA,Thirteen North,AZ,"1301 E Northern, Phoenix, AZ 85020",91,28,4.14
473,nZgYNbl1XlZyyKlISMoG6w,Sugar Factory American Brasserie,NV,"Paris Las Vegas Hotel, 3655 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",626,95,3.06
474,0yBs5wbVw9gTIDe9Z-rMTg,Bonfire Grill and Bar,AZ,"7210 E 2nd St, Scottsdale, AZ 85251",41,3,4.33
475,4r9-iKOagzn5oUvPE9Bz4Q,Province Restaurant,AZ,"333 N Central Ave, Phoenix, AZ 85004",131,9,3.0
476,FURgKkRFtMK5yKbjYZVVwA,Windsor,AZ,"5223 N Central Ave, Phoenix, AZ 85012",550,101,4.19
477,34JQEZg9DgTpzZ8tnAw_CQ,Tony D's,NV,"1311 W Sunset Rd, Ste 105, Henderson, NV 89014",11,4,3.0
478,lTvW5TcIVIVNmE4_LYQ4eA,Wine 5 Cafe,NV,"3250 N Tenaya Ave, Ste 110, Northwest, Las Vegas, NV 89129",113,13,4.38
479,6BaQ2FZTDi2FYX9dIxWeJA,Steenbock's On Orchard,WI,"330 N Orchard St, South Campus, Madison, WI 53715",25,3,3.33
480,kgPjOtSeMd3CMdbnEmHbeQ,Majerle's Sports Grill,AZ,"4425 N Saddlebag Trl, Scottsdale, AZ 85251",71,6,3.33
481,T11YSYqwlRDC48V8-W1GRw,Café Allegro at MIM,AZ,"4725 E Mayo Blvd, Phoenix, AZ 85050",17,3,3.33
482,98Cs_twO8VAroN3oA5TkGw,Grand Café,NV,"Boulder Station Hotel & Casino, 4111 Boulder Highway, Las Vegas, NV 89121",29,3,2.67
483,tXydHtnQ2sU37kXy30CBLw,Double Helix,NV,"6599 Las Vegas Blvd S, Ste 150B, Southeast, Las Vegas, NV 89119",144,6,2.67
484,Ba3-fDVhzLahunTUEMTsKg,Carlos' Kitchen,NV,"Spectators Bar, 4140 S Durango Dr, Spring Valley, Las Vegas, NV 89147",126,47,4.43
485,211DetkFdxd8sQ54CMU35A,Smashburger,AZ,"2000 E Rio Salado Pkwy, Ste 1155, Tempe, AZ 85281",69,56,3.88
486,xtW28KmwigJ8fAPgT6OkFw,Baldwin Street Grille,WI,"1304 E Washington Ave, Tenney - Lapham, Madison, WI 53703",19,7,4.29
487,Kj2SCzhHuULRdTKg6Y2aeg,Betty's Nosh,AZ,"Denaro 101 Plz, 6685 W Beardsley Rd, Ste 180, Glendale, AZ 85308",128,7,3.29
488,ogfRcEN46rhAth7550bkYw,3rd Place Neighborhood Grill,AZ,"15814 N 83rd Ave, Peoria, AZ 85382",15,6,3.33
489,UtbvcvXWLCZX75g_KtMW2A,Saddle Bronc Grill,AZ,"11056 N Saguaro Blvd, Fountain Hills, AZ 85268",36,7,3.14
490,oJbTdA12FozyXISmBx7WAQ,The Canyon,AZ,"16203 N Scottsdale Rd, Scottsdale, AZ 85254",6,1,4.0
491,qth1W742hXtFoNVYvuHBEg,The Martini,NV,"1205 S Fort Apache Rd, Westside, Las Vegas, NV 89117",94,10,4.2
492,USyDC-cZCexcyNGrc8uiag,Red Velvet Café,NV,"Fashion Show Mall, 3200 Las Vegas Blvd, Ste1850, The Strip, Las Vegas, NV 89109",147,5,4.8
493,AeMfb2FtQNnPXE9n92MDww,Coach & Willie's,AZ,"1 E Boston St, Chandler, AZ 85225",108,18,2.83
494,rPp509oz4oFEdncoo7v_HA,Burgers & Bottles,AZ,"1645 N Hayden Rd, Scottsdale, AZ 85257",34,30,4.0
495,fP-BPL6iRu2tbcvlnjRshw,Copper Blues,AZ,"50 W Jefferson St, Ste 200, Phoenix, AZ 85003",209,10,3.3
496,NqiMymQO86d7O60LDArA9Q,Harry's,NV,"8 Strada di Villaggio, Henderson, NV 89011",31,2,2.5
497,oT6K-uJgGLq3FbcQQn3ivQ,Bar n Grill,AZ,"110 S Val Vista Dr, Gilbert, AZ 85297",3,1,1.0
498,9p1o6jCY4fkQAJRmEjgSMw,The Sett,WI,"1308 W Dayton St, South Campus, Madison, WI 53715",7,3,4.33
499,peajBNcZmTDlwwST0LdMdQ,Cino's,NV,"72 W Horizon Ridge Pkwy, Ste 105, Henderson, NV 89012",25,3,3.67
500,ZzM6aBJXfogx26h-50_SIQ,Steelz,NV,"4401 E Sunset Rd, Henderson, NV 89014",11,3,4.0
501,WD5l9HdTjDbqPRocncCrEQ,BJ's Restaurant & Brewhouse,NV,"5881 Centennial Center Blvd., Centennial, Las Vegas, NV 89149",153,14,2.86
502,GRFunGSUZxXqNCZJrN8Oow,Ncounter,AZ,"310 S Mill Ave, Ste A101, Tempe, AZ 85281",309,1,3.0
503,MRObvlfMLEhz9szPTMkGwQ,The Rigby,WI,"119 E Main St, Capitol, Madison, WI 53703",25,7,4.29
504,8n_YaIqhFivUDUxVuaoKDw,Limelight Dipping Bar And Grill,AZ,"4218 N Scottsdale Rd, Scottsdale, AZ 85251",25,13,2.69
505,s93PtWxihLbhK5Jg_FttzA,Hash House A Go Go,NV,"Plaza Hotel and Casino, 1 S Main St, Downtown, Las Vegas, NV 89101",244,24,3.42
506,Gvw2ewUbqq7PWkxKwjqifA,The Barrymore,NV,"99 Convention Center Dr, The Strip, Las Vegas, NV 89109",487,43,4.37
507,5dSQ1KV9HkbZm0ZmJHuMKA,Embers,NV,"740 S Rampart Blvd, Ste 7, Westside, Las Vegas, NV 89145",125,16,4.0
508,ZiAmyZ0Mt5y781oYE7PjyA,DQ Grill & Chill,NV,"560 E Windmill Ln, Southeast, Las Vegas, NV 89123",17,3,2.33
509,FKgHfvus9DiBWxqMmnEqYA,Milagros Restaurant,AZ,"2100 S Priest Dr, Tempe, AZ 85282",4,1,4.0
510,7aS0iFpab3XHFQrRGMOKXw,Pita Jungle,AZ,"2530 W Happy Valley Rd, Ste 1261, Phoenix, AZ 85085",83,4,3.75
511,JUXPQQshoOV5LUKLtCrOtw,Our Gang Sports Saloon & Grill,AZ,"9832 N 7th St, Phoenix, AZ 85020",25,10,3.5
512,7eUFOcfxuXDdrHGVSp3_9A,Herb 'n Flavors,AZ,"1845 E Broadway Rd, Tempe, AZ 85281",142,17,3.88
513,jNznjS_5scWjZbuXPM2mgg,Bison Jacks,WI,"8310 Greenway Blvd, Ste 104, Middleton, WI 53562",24,5,3.0
514,OAyA2ogCSAn8UHcI9UuQ_w,Divine Cafe at the Springs Preserve,NV,"333 S Valley View Blvd, Westside, Las Vegas, NV 89152",31,9,3.22
515,EQxbEKkHxNvRT_-S5A-Gcw,Greens and Proteins,NV,"8975 S Eastern Ave, Southeast, Las Vegas, NV 89123",320,81,3.93
516,sS5EmR4ZG_6YG87dNp8yxw,PT's,NV,"61 W Horizon Ridge Pkwy, Henderson, NV 89012",21,1,2.0
517,M75Mj9JwbL_2dDsyXQiUSw,Cave Creek Tap Haus,AZ,"6900 E Cave Creek Rd, Cave Creek, AZ 85331",62,13,2.62
518,FCcFT610nQBVcRdY-devQA,Vintage 95,AZ,"95 W Boston, Chandler, AZ 85225",150,18,3.78
519,wNsmt1hF1uv3YvbwXZMAoQ,O.H.S.O. Eatery + nanoBrewery,AZ,"4900 E Indian School Rd, Phoenix, AZ 85018",463,95,3.85
520,B3X4Cbty1G_m9abGL47sQw,I Love Burgers,NV,"6569 S Las Vegas Blvd, Ste 176, Southeast, Las Vegas, NV 89119",188,150,2.84
521,qyqOfpsAC5ooVROm7fB0jQ,Old Town Whiskey,AZ,"4000 N Drinkwater Blvd, Scottsdale, AZ 85251",40,15,4.07
522,mggmWBv-RHAL6iCdwRGP5Q,Soul Cafe,AZ,"7615 E Pinnacle Peak Rd, Scottsdale, AZ 85255",84,2,2.5
523,Emdq2gs-xyTWTPbCbAk79w,Lynyrd Skynyrd BBQ and Beer,NV,"3850 Las Vegas Blvd S, Eastside, Las Vegas, NV 89109",37,2,2.5
524,0CeEgarUoVP2Nq9s1Mn0Aw,Mad Dog Saloon,AZ,"1860 S Stapley Dr, Mesa, AZ 85204",54,7,2.29
525,zK3rCrFE_cgXCr9mDHBdXw,Urban Heat,AZ,"1749 W Main St, Mesa, AZ 85201",3,1,2.0
526,xZoyDn7ekD4ue_liS_nqMA,Stan Fulton Bistro,NV,"801 E Flamingo Rd, The Strip, Las Vegas, NV 89109",4,1,4.0
527,EcUM3ONkY1RUCB1R1_4FrA,Daily Kitchen and Wellness Bar,NV,"3645 S Town Center Dr, Ste 102, South Summerlin, Las Vegas, NV 89135",74,11,3.0
528,_jbeTDw6XSuvLaR1V_z8jw,Copper Plate An American Grill,AZ,"6033 S Sossaman Rd, Mesa, AZ 85212",5,1,4.0
529,_TiX1DgK-5KGPp1Wwez95w,Marley's Restaurant & Bar,AZ,"15226 W Bell Rd, Surprise, AZ 85374",47,8,3.38
530,3wLLf8wRqD1ZQowi9aZSoA,Grassroots Kitchen & Tap,AZ,"8120 N Hayden Rd, Ste E-100, Scottsdale, AZ 85258",183,12,4.75
531,5o5MLNPmAeakGgdqeGyMvw,Cask 63,AZ,"8877 N Scottsdale Rd, Ste 402, Scottsdale, AZ 85258",79,6,4.0
532,vlxMPuG6LYJ-c0yjd6AW3A,The Little Woody,AZ,"4228 E Indian School Rd, Phoenix, AZ 85018",95,1,5.0
533,CEswyP-9SsXRNLR9fFGKKw,Twin Peaks,AZ,"8787 E Frank Lloyd Wright, Scottsdale, AZ 85260",150,25,3.28
534,b1rF_Y3xbdPwP_z9NHFMjQ,Zulu Caffe,AZ,"15000 N Airport Dr, Ste 100, Scottsdale, AZ 85260",59,8,4.0
535,EHIZFzQQ_mjzwyjcaToPtQ,Tom's Thumb Fresh Market,AZ,"9393 E Bell Rd, Scottsdale, AZ 85260",230,11,4.73
536,KT_r7qwU8sSfcR31zETGkg,Smashburger,AZ,"9918 W Happy Valley Rd, Suite 1030, Peoria, AZ 85383",34,29,3.55
537,fWPg3tjv0hZ_yKR670UtSQ,Sports Grill 101,AZ,"8763 E Bell Rd, Scottsdale, AZ 85260",11,1,2.0
538,YTOU3COVuBdABXb3Wci_IA,The Scottsdale Salad Co.,AZ,"15040 N Northsight Blvd, Scottsdale, AZ 85260",18,3,3.33
539,shpgZ07M-IBDwjz2cpjWiA,Calistro California Bistro,AZ,"6107 N Scottsdale Rd, Ste 110, Scottsdale, AZ 85250",43,2,5.0
540,3wtRs_Ou0wingfANRnHBIA,Courtyard Grill & Buffet,NV,"301 Fremont St, Downtown, Las Vegas, NV 89101",4,1,1.0
541,_9TMkGfbOyniL-5P3Sx0nw,Fritzs Footlong Bar & Grill,AZ,"1734 E Main St, Ste 5, Mesa, AZ 85203",6,2,4.5
542,qKBdXH1kZNU-c9BHQaTUag,Dottie's True Blue Cafe,AZ,"4151 N Marshall Way, Scottsdale, AZ 85251",56,2,4.0
543,5niUestkeI0tBcBAv4SyKw,Pita Jungle,AZ,"4921 E Ray Rd, Ste B2, Phoenix, AZ 85044",116,10,3.5
544,CzU3wL2370fds07b4uQlTA,Waltz & Weiser,AZ,"6902 E Greenway Pkwy, Scottsdale, AZ 85254",4,1,4.0
545,hMor1nxrfYKDW-AtQYytgw,Putters,NV,"8945 Las Vegas Blvd S, Southeast, Las Vegas, NV 89123",4,1,2.0
